,reviews__|,reviews__|__date,reviews__|__content,reviews__|__score,reviews__|__name,Hotel No.,Score,,,,,,,,,,
K6,R50,"Reviewed: March 22, 2018",  \nYes\nStayed in March 2018,5.8,Noriman,,,,,,,,,,,,
K6,R3,"Reviewed: March 20, 2019","  \nThe apartment was filthy! the shower was full of mould, I did buy some bleach and squirted it all about the shower, stains all over the carpet and curtains and there was a huge burn mark on the kitchen bench, which the kettle was strategically placed over the burn mark, the only cooking facility was a very old dirty microwave and the fridge froze everything that you put in it, plus it had a wire hanging out! The wires were hanging out of the lamp on off button, the whole place needs a damn good scrub and a coat of paint. I had to use the hand shower over the bath as there was no way in hell I was going to get in that shower! It had a separate toilet room which stunk of urine and it never got cleaned once while I was there. I left little bits around the floors and carpets to see if they got cleaned, they didn't. From the photos on the booking page it looked an awesome place to stay, never again in this apartment! the location is brilliant and very central, but I would be too scared to book there again in case I got the same apartment! I even left a toaster I had purchased so I could have toast in the mornings, and also purchased cups, plates etc as there was no way I was going to use what was theirs. There was no safe in the room and the hair dryer was broken, the host said he would bring me one but never did, so had to get my hair washed and dried in the hairdressers in the shopping centre, over all very disappointed. My rating for the place would be 3/10\n  \nLocation was excellent, the apartment let it down.\nStayed in March 2019",5,ShaniClarke,,,,,,,,,,,,
K6,R52,"Reviewed: March 20, 2018",  \nGreat location. Fast elevators. Mall food lots of people full of life\nStayed in March 2018,9.6,Mohammed,,,,,,,,,,,,
K6,R51,"Reviewed: March 20, 2018",  \nWater was flowing from the bathroom to the floor and the hand shower in the toilet was bad.\n  \nThe beds were comfortable.\nStayed in March 2018,7.5,Laju,,,,,,,,,,,,
K6,R54,"Reviewed: March 16, 2018",  \nConvenience \nStayed in March 2018,10,Mohamed,,,,,,,,,,,,
K6,R56,"Reviewed: March 14, 2018",  \nNo instant coffee or tea\n  \nThey view was really good. Overall it was ok as I'm an OKU. Wasn't so user frenly. But I did manage.\nStayed in March 2018,6.3,Kanthan,,,,,,,,,,,,
K6,R55,"Reviewed: March 14, 2018",  \nFurniture & fixtures are a bit old\n  \nProximity to Imbi monorail & Berjaya TimesnSq mall\nStayed in March 2018,8.8,Hariayatty,,,,,,,,,,,,
K6,R39,"Reviewed: June 19, 2018",  \nThere were no tooth brushes and shower gel\nStayed in June 2018,7.5,Shashi,,,,,,,,,,,,
K6,R40,"Reviewed: June 17, 2018",  \nConnected to shopping centre\nStayed in June 2018,7.9,Robin,,,,,,,,,,,,
K6,R38,"Reviewed: July 8, 2018","  \nNone of the facilities inside the room worked such as tv ,iron box \nNo water to boil and no coffee or tea packs for morning .higly disgusting\nStayed in July 2018",7.1,Raghavan,,,,,,,,,,,,
K6,R10,"Reviewed: July 24, 2018","  \nThe water pump room is noisy until around 11:30pm then the sound will stop. Need to careful on the toilet tiles, the floor cleanser use is slippery.\n  \nClean and comfort\nStayed in July 2018",7.1,Jo,,,,,,,,,,,,
K6,R67,"Reviewed: January 8, 2018","  \nGood and clean room, good view of city from room\nStayed in January 2018",10,Gaurav,,,,,,,,,,,,
K6,R68,"Reviewed: January 8, 2018",  \nWeird smell in the kitchen.\n  \nLocation of the appartment\nStayed in January 2018,6.3,Haji,,,,,,,,,,,,
K6,R69,"Reviewed: January 6, 2018",  \nEverything is fine .only thing we disappointed is Muslim shower was broken.cox we are traveling with 2 kid.\n  \nIt was vary good and easy to stay.\nStayed in January 2018,9.2,moha med parey,,,,,,,,,,,,
K6,R15,"Reviewed: January 29, 2018","  \nBoth rooms were very tired. Walls stained, carpets worn, mould in bathroom.\nDiamond is not a typical hotel in that it is a collection of (presumed) independent units run from an office room in the complex. Checkin / checkout handled from your room. Make sure you have an updated and usable telephone number as they try to contact you to confirm reservation. I had been travelling so was not easily contacted and my room had been let!\n  \nBed(s) very comfortable. Had to move rooms due to issue with booking.\nExcellent location..above a mall and close to Bukit Bintang and Jalan Alor\nStayed in January 2018",7.1,Peter,,,,,,,,,,,,
K6,R25,"Reviewed: January 28, 2019",  \nThe room a bit smelly\n  \nThe room faclities\nStayed in January 2019,8.8,Judith,,,,,,,,,,,,
K6,R60,"Reviewed: January 21, 2018",  \nMineral water in room\nStayed in January 2018,10,Aqil,,,,,,,,,,,,
K6,R61,"Reviewed: January 20, 2018",  \nCould've give the receipt when we pay.\nStayed in January 2018,8.3,Hamid,,,,,,,,,,,,
K6,R62,"Reviewed: January 17, 2018","  \nDIAMOND SUITE IS GOOD,NICE PLACE COME BACK AGAIN\nStayed in January 2018",10,Steven,,,,,,,,,,,,
K6,R4,"Reviewed: January 15, 2019","  \nIf you lose or misplace the room key they charge you extra RM200 which is equivalent to a full one day room rent. Staff is rude.\n  \nCentrally located, spacious room, the mall was good",5.4,SaifSoofi,,,,,,,,,,,,
K6,R63,"Reviewed: January 15, 2018",  \nThe room view was so bad and the room was not good\n  \nThe location\nStayed in January 2018,4.6,Anonymous,,,,,,,,,,,,
K6,R66,"Reviewed: January 11, 2018",  \nEverything\n  \nNothing\nStayed in January 2018,2.5,Fadhil,,,,,,,,,,,,
K6,R65,"Reviewed: January 11, 2018",  \nNasty and need maintenance improvement\n  \nNear to public fasility\nStayed in January 2018,3.8,Airdriver,,,,,,,,,,,,
K6,R64,"Reviewed: January 11, 2018",  \nFloor carpet\nStayed in January 2018,7.9,Fatima,,,,,,,,,,,,
K6,R26,"Reviewed: January 10, 2019","  \nsecurity rules\n  \nswimming pool, large room\nStayed in December 2018",8.8,Mir,,,,,,,,,,,,
K6,R24,"Reviewed: February 7, 2019",  \nOne of bathroom have smell of cigarettes.\n  \nBig space\nStayed in February 2019,8.3,Anonymous,,,,,,,,,,,,
K6,R59,"Reviewed: February 5, 2018","  \nTorn sofas, old funitures\n  \nUnder one roof with Berjaya Times Square\nStayed in February 2018",9.6,Middle man,,,,,,,,,,,,
K6,R57,"Reviewed: February 21, 2018","  \nnothing \n  \ncomfortable,nice view and value for money \nStayed in February 2018",10,Anonymous,,,,,,,,,,,,
K6,R14,"Reviewed: February 20, 2018",  \nLittle more attention on cleaning will be grate. Supply of new towels and toiletries every day will be  grate for people with long stay\n  \nHost was very nice an cooperative. Location was grate. Room was with view of both the KL tower and Petronas towers\nStayed in February 2018,9.2,Anonymous,,,,,,,,,,,,
K6,R58,"Reviewed: February 10, 2018",  \nNothing\n  \nAll Is nice\nStayed in February 2018,10,Md,,,,,,,,,,,,
K6,R76,"Reviewed: December 9, 2017",  \nThe wifi connection\n  \nThe location\nStayed in December 2017,9.2,Suhas,,,,,,,,,,,,
K6,R20,"Reviewed: December 8, 2017","  \nRoom is not clean, heater kettle is full of spiderweb and the heating element is badly rusted,cockroaches everywhere and when requested for services,they ignored our request indicated their time is up and will be back tomorrow, end up never turned up.\n  \nUnfortunately none for the room and services. However good location for tourists.\nStayed in December 2017",3.3,Prakashrao,,,,,,,,,,,,
K6,R21,"Reviewed: December 7, 2017","  \nMany things uncomfortable, \nPrice very high compared to similar apartments in the building, where we thought, paying a little more, the appartment would have been better.\nMain antrance and lift keys not working, after many request manage to get a working key the next day \nRequested for 2 sets of Keys, never fulfilled the 7 days we stayed \nA key depost was taken, with all the trouble we went, this deposit has no meaning \nBathrooms not clean, and one heater not working for the first night \nThis appartment is infront of the service lift and not ideal if you are staying inside the room for good hours\nOver all, I would not stay in this appartment a second trip\n  \nLocation of building was in the center of shopping\nStayed in December 2017",5,Isaz,,,,,,,,,,,,
K6,R70,"Reviewed: December 28, 2017",  \nStaf very friendly and room very clean. Tq so much\nStayed in December 2017,10,Sandakiah,,,7.3,7,6.9,7.4,7.1,8.6,7.4,7.4,Apartment Diamond Suite @ Times Squar,"Berjaya Times Square East Tower,1 Jalan imbi suite No-A-29-08,Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Malaysia"
K6,R5,"Reviewed: December 26, 2018","  \nFurniture is old style, in booking. Pay for 4 person room but only provide 1 double bed and one single bed. Water kettle is available but can't use dirty. \n  \nLocation is good center of the city. \nStayed in December 2018",6.3,Tan,,,,,,,,,,,,
K6,R71,"Reviewed: December 25, 2017",  \nWould be excellent if place can be made bright. Luminens level is bit low now.\n  \nAgent was very helpful. All facilitues are at acceptable standard.\nStayed in December 2017,10,Ahmed,,,,,,,,,,,,
K6,R72,"Reviewed: December 23, 2017",  \nNo parking free. We have to pay on our parking at this hotel.\n  \nNear shopping mall\nStayed in December 2017,6.7,No,,,,,,,,,,,,
K6,R16,"Reviewed: December 19, 2017","  \nExcellent location for shopping and moving around. Near the mrt station. Excellent staffs who supported for every needs. Facilities were excellent too with good a/c, bathtub, sofa, comfortable bed. All together it was a great experience and definitely choose to stay here again.\nStayed in December 2017",10,Shahadat,,,,,,,,,,,,
K6,R73,"Reviewed: December 16, 2017",  \nNice place\nStayed in December 2017,10,Anonymous,,,,,,,,,,,,
K6,R74,"Reviewed: December 16, 2017",  \nvery nice place\nStayed in December 2017,10,Anonymous,,,,,,,,,,,,
K6,R17,"Reviewed: December 16, 2017","  \nOld furnishings, needs an update paint and clean. No internet. Suites are not part of the hotel.take a towel. Getting the keys was a hassle. CASH demanded for payment.\n  \nGood size room. Pool. Shopping downstairs\nStayed in December 2017",4.6,Glyn,,,,,,,,,,,,
K6,R18,"Reviewed: December 16, 2017","  \nNot that all ... place dirty.so noisy and not uncomfortable !!!\n  \nI don't like anymore..I came over there  around 8:30pm ..I m late cause traffic jammed. last check in 5pm. The residents property WhatsApp personally and ask for bank in rm500 to may bank acc, why not call us?????then they said will teach how to check in by my self using YouTube online.\n.i  reach there nobody welcome us  .take the key inside in mailbox!for yr information places smell not good. So dirty.. carpet doesn't clean.. and my master bedrooms smells not good and have mosquito too ..my mistake I forgot to take picture.. and important is I  m working..and can't check out around 12pm .need time until 1:30pm but the property ask for rm30 1/hours...I m so angry ..and ask my family check-out without me..and ask leave the place around 1pm.then I return the key same thing how I came ( put in mailbox) I m disappointed and very angry! And the very important thing ,The staff not friendly anymore keep calling me and ask the key??? But didn't ask how our night staying there...how they treat me??? that way laa I  kenakan u  semula !!! \nStayed in December 2017",2.5,Lisa,,,,,,,,,,,,
K6,R75,"Reviewed: December 15, 2017","  \neasy to deal,nice view,comfortable to us\nStayed in December 2017",7.5,Halmi,,,,,,,,,,,,
K6,R6,"Reviewed: December 11, 2018","  \nparking is nt free for its guests... i paid RM17 for my parking during my 1 day stay in d hotel\n  \nthe room is clean n comfortable for 4 of us.. a queen bed, a single bed and an extra matress are provided... it can also fit in 5 ppl because the leather couch is available n can be turned into a bed... overall it is a good stay! location is also great... juz go down n u ll b in berjaya times square mall for food or shopping\nStayed in December 2018",8.3,Suriyah,,,,,,,,,,,,
K6,R19,"Reviewed: December 11, 2017","  \nRoom was smelly and smoking room. We requsted non smoking room. Nothing was provided likes, shower gel, toilet paper and etc. No service on cleaning daily. A lot strangers always hanging inside the lobby. Totally disappointed.\n  \nLocation\nStayed in December 2017",3.3,Anonymous,,,,,,,,,,,,
K6,R22,"Reviewed: December 1, 2017",  \n-\n  \nIt's a quiet place with a warm atmosphere. It help me a lot to work on one of my projects and it was convenient to have a break and go around the mall.\nStayed in November 2017,8.8,Jena,,,,,,,,,,,,
K6,R9,"Reviewed: August 21, 2018",  \nI was not happy with the initial room provided. Cleanliness is very important and needs fumigation in this tropical weather.\nTo ensure good housekeeping and facilities are in order before guest arrival.\n  \nInitial room provided was not good. The host provided an alternative apartment which was good. There is roof more improvement\nStayed in August 2018,7.5,Mahbubullah,,,,,,,,,,,,
K6,R37,"Reviewed: August 16, 2018",  \nPest control could have been done.\n  \nService of Mr. HUSSAIN\nStayed in August 2018,6.7,Abbas,,,,,,,,,,,,
K6,R48,"Reviewed: April 6, 2018",  \nLoved everything\n  \nBed very comfy - pillows soft - Tremendous view of KL -  Security good -  access to shopping centre and monorail -\nStayed in April 2018,10,Keith,,,,,,,,,,,,
K6,R46,"Reviewed: April 29, 2018",  \nHousekeeping services should not be done unless when needed \n  \nSecurity \nStayed in April 2018,10,Ali,,,,,,,,,,,,
K6,R1,"Reviewed: April 23, 2019",  \nNo beverge tea or coffee \nNo floor mats\nToliet bowl was dirty\nRoom dusty.\nPillows was dirty.\nAircon was slow\nOnly 1 access card\n  \nOnly pool.\nNo pool.towel.\nStayed in April 2019,3.3,Shanti,,,,,,,,,,,,
K6,R47,"Reviewed: April 22, 2018","  \nvery old ghost house,no free parking, no warm water for shower.\n  \nnothing is good\nStayed in April 2018",3.3,Phua,,,,,,,,,,,,
K6,R49,"Reviewed: April 2, 2018",  \nThe floor of properties no clean (sticky).\n  \nSwimming pool\nStayed in March 2018,7.1,Mohamad,,,,,,,,,,,,
K7,R67,"Reviewed: September 9, 2017","  \nThe hotel itself is Fraser residence but you have to check in at the next building .  So I been throwing around like a ball. Check in time is 3pm and I got there at 3.22pm told me it's not ready and gonna wait for another 15 minutes.  Finally got to my room at 4pm and there is dirty foot print on the duvet not one but two. One of the bed side lamp is not working , toilet paper rolls is ripped and half use.  Shower gel is half empty and used. The room itself doesn't come with internet. Won't be back. \n  \nGood location \nStayed in September 2017",3.8,Ivan,,,,,,,,,,,,
K7,R66,"Reviewed: September 9, 2017",  \nThe price state in booking.com is 179 but when i need to pay the price became 248. It was to much increase for the tax. \nThe receptiont counter was at the other building. Confiusing.\nIt doesnt have tv channel. Useless.\nThere is no free wifi for guest.\nThe nearest restaurant was too far\n  \nThe room is big and nice\nThe pool is perfect\nStayed in September 2017,6.3,Muhammad,,,,,,,,,,,,
K7,R70,"Reviewed: September 5, 2017","  \nI didnt see that there was no internet connection provided there, so it\nwas hard for me to do my work. They also provided a tv without any\nchannels. Only okay if you are there to just sleep.\n  \nThe bathtub was huge!\nStayed in August 2017",5.8,Moshmellow,,,,,,,,,,,,
K7,R69,"Reviewed: September 5, 2017","  \nsince the booking was handled privately so it kind of tedious when i have to wait for the staff to come over to the lobby and follow them to another room for registration, staff was not so friendly either. they are ok just not friendly like a hotel staff. it feels like you are flying with ""cheap"" airlines. during check out the staff will come over around 12.00+ pm and make a round to check the condition of the room prior of returning of the deposit. \ni missed the info about the absence of TV channel, so please read carefully before made your booking. personally i would avoid private arrangement like this as i prefer services like a hotel where you can always reach the staff whenever you need any inquiry. but, like flying with ""cheap"" airlines, with that price for that spacious room i should not make so much complaint i guess ;)\n  \nIts actually located at fraser residence, thus we get to enjoy the facilities like a nice pool and indoor playground.  spacious room for my family of 5\nStayed in August 2017",6.3,Hasfiza,,,,,,,,,,,,
K7,R68,"Reviewed: September 5, 2017","  \nThere was a used towel in the laundry basket. Smoke packet left at the balcony. Toilet has foul smell! TV cannot be used at all, no signal. Aisle lamp cannot be turned off, the switch was faulty. No extra hair towels in the toilet. Dustbin not available at all!\n  \nThe room is spacious\nStayed in September 2017",7.9,Eva Ameera,,,,,,,,,,,,
K7,R71,"Reviewed: September 4, 2017",  \nMosque call at 5am extremely extremely loud. Check in process confusing and unprofessional. Weird smells in hallways. \n  \nHuge modern apartment. Very spacious and comfortable. Excellent value for money. \nStayed in August 2017,8.3,Sean,,,,,,,,,,,,
K7,R56,"Reviewed: September 30, 2017","  \nThey won't clean your room daily even change your bath towels, I call to reception, the answer is once you check in towels and water provided that's it. You are on your own. This is very bad. Even you stay for one week they only clean when you check out. No wifi and tv program , still under progress.\n  \nThe room spacious\nStayed in September 2017",6.7,Eng,,,,,,,,,,,,
K7,R57,"Reviewed: September 29, 2017","  \n1. there is no tv channel. you can only connect to netflix. \n2. no wifi\n3. non smoking room but you can smoke at the balcony\n4. i'm not happy when i need to walk from fraser residence (where the 188 private suites located ) to summer residence (the reception area). even the building is just side by side, but you still need to walk to the next building for check in and check out process.\n5. there is no signage to 188 private suites. i need to ask people around and when i found the place, then only i found out that the reception area was at the next building. my suggestion, just park the car  by the road side near summer for check in and check out process.\n  \nthe room is very spacious. you gonna love it very much. it is super huge place to stay.\nStayed in September 2017",9.6,Dexfy,,,,,,,,,,,,
K7,R58,"Reviewed: September 27, 2017","  \nThe management system of 188 Private Suites. Because it’s a private company, so the check in and check out process was a bit messy. During my stay, they gave me wrong key cards and i have to call the receptionist several times for replacement.\n  \nEverything about the room is awesome\nStayed in September 2017",9.2,Nadia,,,,,,,,,,,,
K7,R59,"Reviewed: September 20, 2017","  \nNo proper reception, not clean, no toilet paper. Felt oncomfortabele with the staff. They didn't respond on our questions whatsoever. I wouldn't go there again.\n  \nLocation is nice as it is very close to the heart of KL. There is a supermarket nearby which is open 24/7.\nStayed in August 2017",5.8,Anonymous,,,,,,,,,,,,
K7,R60,"Reviewed: September 17, 2017","  \nWhen i reach and check in , the bed look untidy. There is a empty mineral water bottle at kitchen. Towel is unchange. Plus You should change the showel gel and shampoo before other guess check in into your room.  This is proven that your housekeeping did not clean properly and change what that they have to change. Tq\nStayed in September 2017",5.4,Aliff,,,,,,,,,,,,
K7,R61,"Reviewed: September 15, 2017","  \nThe check-in was not convenient at all. We had to check in late that day so it was around 11pm. As I have booked a room under the same company before, I thought the process of check in would be the same. But, at that late hour, after parking my car at Fraser Residence and carrying my bags, I called them and was told that I had to check in at the residence next door (Mercu Summer Suites) as they were stationed there. But, prior to this, I could check in at their office in Fraser Residence itself.\n  \nPool is beautiful, lobby was beautiful, the room was very spacious with basic amenities you would get from staying in an apartment. Bathroom was big and the walk-in closet is a girl's dream. Too bad I don't stay there permanently. Unfortunately, I wished they had more colour and character to the place. Looks very empty and basic.\nStayed in September 2017",7.1,Bunny89,,,,,,,,,,,,
K7,R63,"Reviewed: September 11, 2017",  \nThe service. I am quite surprise to know the check in process quite different from usually one. But its ok. Very good exprience since this is first hotel that I booked from booking.com\n  \nI like the view. The layout of the room. Very nice. Larger than other hotel I went. I will surely come again .\nStayed in September 2017,9.6,Anonymous,,,,,,,,,,,,
K7,R62,"Reviewed: September 11, 2017","  \nCheck in was complicated. Queued at the building's reception but was told to go to the building next door for check in. Went there but the guy at the front desk told us to wait for someone to fetch us back again to go to their office at level 6 before we can officially check in. \nRoom was spacious but poorly equipped. Absence of wifi was the reason for lower rates than normal rooms but the tv has zero channels to watch. Minimally, you would expect local channels to be available but unfortunately, there were none. Called their office to get it fixed but 3 nights later, nothing was done. \n3 nights later too, all our rooms were never made despite indicating on our door. We had to use the same towel for 4 days. For those who travel light, probably run out of shower gel and shampoo by the second night. They provided only 2 bath towels and nothing else. No basic toiletries like toothbrush and hand towels. \nThe room keycard also has problems. Tapping on the lift to gain access to the rooms is like betting on luck. This cause unnecessary inconvenience. .\n  \nParking was free and unlimited.\nStayed in September 2017",3.8,Nur,,,,,,,,,,,,
K7,R64,"Reviewed: September 10, 2017","  \nThe whole service and information providing was terrible. When we arrived at the property it was not clear which building we need to have. The property is the last building at your left. Is it called Frasier Residence and you will see in small letters 188 private suite. The “reception” is however one building earlier. So you need to go inside at the reception and you have to mention that you want to check-inn for 188 prive suites. As you may reed in other reviews these rooms are rented buy a few quick guys which are not Malay. As you have to drag your suitcase again at the next building the will bring you to their check-in area. This is a room messy room with blankets everywhere and quite messy. After handling the financials we were given one of the rooms. They said that we would get our room in the next hour at 15:00 hours. If will spare you the frustration but it became 18:30 hours. The rooms where quite dirty. If you were white socks  the became dirty in no time. There is no cleaning, no change of bedlinen and no change of your towel. Even the toilet paper is not provided. So the facilities and room on it’s own are great except the rest is not. There is no internet but that was mentioned at time of booking. If you put your chair at the door of the room you might pick up a free signal. If you would like to have some service, internet and nice people who actually can help you should book Frasier residence. But if you would like to go for the price and no service then I would recommend this accommodation. For us, if there is a next time, we will book Frasier.\n  \nThe room was very spacious. There is a swimming pool and  great fitness room with all modern equipment. The view of the fitness is great, because is it in the top floor. The metro is just 10 minutes away from the apartment. In the building next to the apartment there is a small shop, where you can buy your first things. If you are looking for a big supermarket google supermarket lulu. This one has everything you need.\nStayed in August 2017",5.4,Shakiel,,,,,,,,,,,,
K7,R11,"Reviewed: October 31, 2018","  \nNo carpet, lied about having wifi, number given was uncontactable(but they came on time to make sure we check out) - we stay here a lot but recently the quality has been severely deteriorating. \nStayed in October 2018",3.3,Sharandeep,,,,,,,,,,,,
K7,R45,"Reviewed: October 29, 2017","  \nNo wifi, unable to access to tv channels, unable to use the in house safe box..\nOnly realise in the morning, the cemetery next to the building!\n  \nHigh rise & beautiful view from the sky gym..\nWell equipped with ironing & laundry facilities..\nStayed in October 2017",8.8,Yan's,,,,,,,,,,,,
K7,R46,"Reviewed: October 26, 2017","  \nI hoped to have wifi and work. Unfortunately there was no wifi, so I had to stay in a coffeeshop :)\n  \nl liked the place. Very clean and perfect location.\nStayed in October 2017",9.2,Gordana,,,,,,,,,,,,
K7,R47,"Reviewed: October 25, 2017","  \nComplicated for registration to check in because reception area is next building, no signboard for 188 Privates Suites need to ask people around.\nTV no channel & Wifi can not be used.\n  \nEnvironment very peaceful.\nGreat swimming pool.\nStayed in October 2017",7.5,Anonymous,,,,,,,,,,,,
K7,R48,"Reviewed: October 23, 2017","  \nIt was very hard to communicate as there was no in room telephone. And also I requested for towels, the Receptionists told me that the Housekeeping will be there in 30min but didn't turn up, called back after 1hr said the same thing and then after 2hr still the same thing. In the end we didn't bother calling back and no one turned up. Very disappointing as towel is the basic need!\n  \nThe room was awesome\nStayed in October 2017",7.9,Neathan,,,,,,,,,,,,
K7,R49,"Reviewed: October 19, 2017",  \nNo tv channel and wifi.a bit dissapointed.hope the management will do something about this\n  \nExcellent condition..recommended to stay here.room was very nice and big.value for money.one of my favourite place to stay next time.\nStayed in October 2017,10,Anonymous,,,,,,,,,,,,
K7,R50,"Reviewed: October 18, 2017","  \nRequested for non-smoking room and it says that its a non-smoking room, but my room has a very strong ""smoking"" smell. Its very obvious it was a smoking room and not a non-smoking room. Very POOR CONDITION for family with small children.\nStayed in October 2017",5.8,Mohammad,,,,,,,,,,,,
K7,R51,"Reviewed: October 13, 2017",  \nThere was no Wi-Fi. Checking in was frustrating. Was a good job I'd bought a SIM at the airport.\n  \nArrived late at night and security at front desk didn't seem to know the building was next door to the check in area. \nHuge apartment. Comfy bed. Great pool side restaurant\nStayed in September 2017,8.3,Graham,,,,,,,,,,,,
K7,R52,"Reviewed: October 11, 2017","  \nThe attitude and service of the reception Officers are bad. \nVery confusing because you have to check in at Summer Suite while you would be staying at Fraser Residence and they never explained to us when we called. \nIs a hassle to walk between buildings with heavy baggage and suits for checking in and out.\nThe reception Officers were impatient in directing us when we are lost between buildings.\nDespite having trolley for fetching baggage, they refused to assist us for moving our baggage to another building. \nThey charged us for GST but gave us a hand written receipt without their GST registered number. \nDeposit paid by credit card would only be refunded 10 - 14 days after we checked out so we paid cash instead. \nEverything related to their reception staff was sucks.\n  \nNothing much to complain regarding the room. Modern designed and furnished. \nIs clean and comfortable. \nBasic amenities are provided in good condition. \nGreat place for friends and family.\nStayed in October 2017",5.4,Anonymous,,,,,,,,,,,,
K7,R53,"Reviewed: October 1, 2017",  \nThe door had no double lock so i dont feel safe and hard to open the door. We have to walk to another building to check in which was annoying.\n  \nFree parking. The room is spacious.\nStayed in October 2017,6.7,Farah,,,,,,,,,,,,
K7,R54,"Reviewed: October 1, 2017","  \nCheck out taking to long time .check in desk in different towers.air conditioning can't get the way to set it ...tv without channel\n  \ncomfortable.clean ,value of money\nStayed in September 2017",9.2,Alex,,,,,,,,,,,,
K7,R55,"Reviewed: October 1, 2017",  \nMy one room aptmn can't get the wifi connection..so we can not connect the television with the internet and there's no signal for television ..kind a boring for kids at night without television..\n  \nKids enjoy the pool with slide\nStayed in October 2017,7.5,Zakry,,,,,,,,,,,,
K7,R43,"Reviewed: November 7, 2017","  \nThere was a problem with the card so I could not open the door, and it went down and went up 3 times .... Then they gave me a key to open the door and the ticket to the elevator\n  \nIn fact it was a beautiful day with the capacity of the place and I forget the Jacuzzi and the fun, so thank you very much\nStayed in October 2017",6.7,Omar,,,,,,,,,,,,
K7,R44,"Reviewed: November 6, 2017","  \nI didn’t like the fact that there are so many faulty stuff in the room itself.\n1- there is no tv channels in the room.\n2 - no wifi.\n3 - the radio player is spoilt.\n4 - I paid for what I thought the ammendities is all provided. \n5 - they gave me a thumb drive that was suppose to have movies inside for us to watch, but also the thumb drive is unable to work. \nI think it’s unacceptable, i paid for what i deserve but it didn’t turn out well. Luckily I only stayed for 1 night, I can’t imagine staying for another night.\n  \nI love the bed, the shower facility & also the washing of clothes and drying at the same time.\nStayed in October 2017",5,Andreana,,,,,,,,,,,,
K7,R8,"Reviewed: November 23, 2018","  \nThe only problem we had was with the wifi, the connection in the room was poor. Everything else was great and the wifi issues really didn't bother us too much.\nStayed in November 2018",10,Emma,,,,,,,,,,,,
K7,R9,"Reviewed: November 21, 2018","  \nThe first night, the hot water was available for a nice shower but then the second night there was absolutely no hot water ! All lukewarm and gross feeling honestly. There was a tile out of place and biggest flaw was that there was no wifi available which was a bit of a cripple.\n  \nThe beds and general look of the room was very pretty and honestly the bed was so comfortable ! \nStayed in November 2018",6.3,Yu-huan,,,,,,,,,,,,
K7,R10,"Reviewed: November 21, 2018","  \nKey to be collected at Summer Suites Residence instead of Fraser Residence. \nThe room given to me has no carpet at all.\nTV channel not functioning at all. \nThe room look like Out of Order room due to no carpet, wall have some wet leaking look like stain.\n  \nLocation of the apartment is nearby the klcc.\nWalking distance to KLCC in 10 minutes\nStayed in November 2018",5.8,FarahHaizi,,,,,,,,,,,,
K7,R17,"Reviewed: May 7, 2018","  \nImprove in housekkeping. Eg. Mat, stain sheets, stain kitchen top, stain toilet wall,shower door cannot close properly which made the floor very wet, aircon was down n the receptionist say that he will send someone. No one came from 4 to 7.30pm n we went down to ask again. Another staff den told me that i had to contect the owner. Not receptionist. Why in the first place, did the person agree to send someone up. N y was i not inform that i have to contact the owner.\n  \nNear lrt\nStayed in May 2018",5.8,Ida,,,,,,,,,,,,
K7,R100,"Reviewed: May 5, 2017","  \nLocation was great, the price was a great deal for what I get, the hotel arranged for Airport pick up and then when arrive at hotel, straight to the room then only we did the check-in, in the room, it was a great relaxing Experience, they even showed me where I can get a local sim card next door at the 24 hour convenience store.must visit again!\nStayed in May 2017",10,John,,,,,,,,,,7.5,Apartment 188 Private Suites by Subhom,"No 8, Jalan Cendana Off Jalan Sultan Ismail, 50250 Kuala Lumpur, Malaysia"
K7,R98,"Reviewed: May 5, 2017","  \nAwesome stay, the room is big and nice like 4-5 stars hotel with competitive price. Value for your money. They have private check in, they assisted you few days before you check in until the day you arrived. If need more help during your stay, can just ring them or whatsapp them. The property also in good location. Walking distance to KLCC Twin Towers and City Centre. Easy access to public transport.\nStayed in May 2017",10,Saraaa1,,,,,,,,,,,,
K7,R96,"Reviewed: May 22, 2017","  \nThere were dirty dishes in the dishwasher when we checked in. Housekeeping did not service the room throughout our stay.\n  \nVery large apartment, definitely value for money. Swift check in/out. \nStayed in May 2017",7.9,Siti,,,,,,,,,,,,
K7,R22,"Reviewed: March 30, 2018","  \nAircon in bedroom not working properly, very warm. No bowls and not enough mugs/cups. Not a great deal of kitchen utensils for a self carering apartment. Internet not working either.\n  \nThe location, space and decor.\nStayed in March 2018",7.1,Jared,,,,,,,,,,,,
K7,R23,"Reviewed: March 27, 2018","  \nThe fact that the reception is in the next door building. Had to walk out to the next building for check-in and check-out, and when I need something for the room, had to go to the next building to request from them. Additionally, they only accept cash for the deposit, and can't pre-authorize your card. If you don't have any cash with you, there are no atm machines nearby.\n  \nThe room was very clean and comfortable\nStayed in March 2018",8.8,Anonymous,,,,,,,,,,,,
K7,R15,"Reviewed: June 7, 2018","  \nThe check in process wasn’t smooth. I knew before hand that the key collection  was in Mercu summer suites (next building). I went there straightaway and received a rather cold treatment from the FO. He gave me the key and I went up. Guess what? He gave me the wrong key. The key I got was the access only for the elevator and not for the roon. So i went back down, crossed the road to go to Mercu and got the right key for myself.\n  \nThe amenities are new and modern eventho some of them are not working properly like the side lamp buy no biggies.\nStayed in June 2018",9.6,Putra,,,,,,,,,,,,
